1.411168	1.465612	d
\	0.000000	0.000000
1.630656	1.751300	d
\	0.000000	0.000000
1.842612	1.866856	d
\	0.000000	0.000000
1.894032	2.027320	d
\	0.000000	0.000000
11.018792	11.130416	d
\	0.000000	0.000000
11.232344	11.281420	d
\	0.000000	0.000000
11.684768	11.823464	d
\	0.000000	0.000000
12.091932	12.166252	d
\	0.000000	0.000000
12.180080	12.231900	d
\	0.000000	0.000000
12.398896	12.552000	d
\	0.000000	0.000000
12.560664	12.594284	d
\	0.000000	0.000000
12.597236	12.698228	d
\	0.000000	0.000000
12.828932	12.904544	d
\	0.000000	0.000000
12.966616	13.013036	d
\	0.000000	0.000000
13.043532	13.147980	d
\	0.000000	0.000000
13.990784	14.010472	d
\	0.000000	0.000000
14.359488	14.427960	d
\	0.000000	0.000000
14.495300	14.557124	d
\	0.000000	0.000000
14.651980	14.700408	d
\	0.000000	0.000000
14.700920	14.702852	d
\	0.000000	0.000000
16.421296	16.477012	d
\	0.000000	0.000000
17.088912	17.139164	d
\	0.000000	0.000000
17.242304	17.303040	d
\	0.000000	0.000000
17.768520	17.832236	d
\	0.000000	0.000000
18.780092	18.810984	d
\	0.000000	0.000000
19.894192	19.968416	d
\	0.000000	0.000000
21.853536	21.907176	d
\	0.000000	0.000000
22.573968	22.599052	d
\	0.000000	0.000000
22.740428	22.829696	d
\	0.000000	0.000000
24.371096	24.402448	d
\	0.000000	0.000000
24.803056	24.855480	d
\	0.000000	0.000000
24.893568	24.985416	d
\	0.000000	0.000000
25.035284	25.067532	d
\	0.000000	0.000000
25.188504	25.241364	d
\	0.000000	0.000000
25.246780	25.248436	d
\	0.000000	0.000000
25.261860	25.451868	d
\	0.000000	0.000000
25.455860	25.546112	d
\	0.000000	0.000000
25.565056	25.582092	d
\	0.000000	0.000000
25.589416	25.640060	d
\	0.000000	0.000000
25.683784	25.774528	d
\	0.000000	0.000000
26.177820	26.282740	d
\	0.000000	0.000000
26.302604	26.320832	d
\	0.000000	0.000000
26.455532	26.483440	d
\	0.000000	0.000000
26.487704	26.508844	d
\	0.000000	0.000000
26.527692	26.555496	d
\	0.000000	0.000000
26.606760	26.638572	d
\	0.000000	0.000000
27.088848	27.251308	d
\	0.000000	0.000000
27.258012	27.291112	d
\	0.000000	0.000000
27.337976	27.375232	d
\	0.000000	0.000000
27.662504	27.689040	d
\	0.000000	0.000000
27.871076	27.876844	d
\	0.000000	0.000000
27.931128	27.986576	d
\	0.000000	0.000000
28.061316	28.071616	d
\	0.000000	0.000000
28.149356	28.216048	d
\	0.000000	0.000000
28.278156	28.323576	d
\	0.000000	0.000000
28.524900	28.597264	d
\	0.000000	0.000000
28.766372	28.941212	d
\	0.000000	0.000000
28.991220	29.013268	d
\	0.000000	0.000000
29.313884	29.355924	d
\	0.000000	0.000000
29.670944	29.717332	d
\	0.000000	0.000000
31.852512	31.941608	d
\	0.000000	0.000000
32.115172	32.202336	d
\	0.000000	0.000000
33.202168	33.282512	d
\	0.000000	0.000000
33.284424	33.288188	d
\	0.000000	0.000000
33.608852	33.669296	d
\	0.000000	0.000000
34.772780	34.837164	d
\	0.000000	0.000000
34.922828	34.987372	d
\	0.000000	0.000000
35.121976	35.243604	d
\	0.000000	0.000000
35.402836	35.443316	d
\	0.000000	0.000000
35.450732	35.482164	d
\	0.000000	0.000000
36.476268	36.562440	d
\	0.000000	0.000000
39.514372	39.596784	d
\	0.000000	0.000000
39.702288	39.792380	d
\	0.000000	0.000000
40.609404	40.691204	d
\	0.000000	0.000000
42.225000	42.253608	d
\	0.000000	0.000000
42.755848	42.795888	d
\	0.000000	0.000000
43.054396	43.089976	d
\	0.000000	0.000000
43.374876	43.457352	d
\	0.000000	0.000000
43.799472	43.841320	d
\	0.000000	0.000000
43.952424	44.033160	d
\	0.000000	0.000000
44.346504	44.379016	d
\	0.000000	0.000000
44.396180	44.418600	d
\	0.000000	0.000000
44.418852	44.419432	d
\	0.000000	0.000000
44.427304	44.459128	d
\	0.000000	0.000000
44.523052	44.600664	d
\	0.000000	0.000000
44.820312	44.851448	d
\	0.000000	0.000000
45.542632	45.652760	d
\	0.000000	0.000000
45.805160	45.837304	d
\	0.000000	0.000000
46.056668	46.126844	d
\	0.000000	0.000000
46.595452	46.627920	d
\	0.000000	0.000000
46.649400	46.697736	d
\	0.000000	0.000000
46.763772	46.824596	d
\	0.000000	0.000000
47.002420	47.068264	d
\	0.000000	0.000000
47.200128	47.222856	d
\	0.000000	0.000000
47.623540	47.670440	d
\	0.000000	0.000000
47.679352	47.710776	d
\	0.000000	0.000000
47.800248	47.841216	d
\	0.000000	0.000000
48.281472	48.324072	d
\	0.000000	0.000000
48.418580	48.491596	d
\	0.000000	0.000000
48.496948	48.500460	d
\	0.000000	0.000000
48.935856	48.976952	d
\	0.000000	0.000000
48.977620	48.988600	d
\	0.000000	0.000000
49.246324	49.267320	d
\	0.000000	0.000000
51.566584	51.619184	d
\	0.000000	0.000000
51.830512	51.925248	d
\	0.000000	0.000000
51.926224	51.928064	d
\	0.000000	0.000000
52.712012	52.841000	d
\	0.000000	0.000000
53.105220	53.144580	d
\	0.000000	0.000000
53.245296	53.277012	d
\	0.000000	0.000000
53.579068	53.611588	d
\	0.000000	0.000000
53.726532	53.782280	d
\	0.000000	0.000000
53.891640	53.958824	d
\	0.000000	0.000000
54.195196	54.239592	d
\	0.000000	0.000000
54.265872	54.339392	d
\	0.000000	0.000000
54.721276	54.783860	d
\	0.000000	0.000000
54.848420	54.887060	d
\	0.000000	0.000000
55.655052	55.749656	d
\	0.000000	0.000000
55.810440	55.879584	d
\	0.000000	0.000000
56.067636	56.150280	d
\	0.000000	0.000000
56.332884	56.401616	d
\	0.000000	0.000000
56.503888	56.538012	d
\	0.000000	0.000000
56.714536	56.786144	d
\	0.000000	0.000000
58.353816	58.424804	d
\	0.000000	0.000000
58.473624	58.550204	d
\	0.000000	0.000000
59.129472	59.159624	d
\	0.000000	0.000000
59.217812	59.262848	d
\	0.000000	0.000000
60.311776	60.344880	d
\	0.000000	0.000000
60.683192	60.713368	d
\	0.000000	0.000000
60.984532	61.072084	d
\	0.000000	0.000000
61.181232	61.229060	d
\	0.000000	0.000000
61.490520	61.568644	d
\	0.000000	0.000000
62.025948	62.104808	d
\	0.000000	0.000000
62.670176	62.716632	d
\	0.000000	0.000000
62.827752	62.881708	d
\	0.000000	0.000000
63.012028	63.082004	d
\	0.000000	0.000000
63.186224	63.232372	d
\	0.000000	0.000000
63.343080	63.436100	d
\	0.000000	0.000000
63.800384	63.850388	d
\	0.000000	0.000000
63.972968	64.031432	d
\	0.000000	0.000000
64.233936	64.290044	d
\	0.000000	0.000000
64.505756	64.571348	d
\	0.000000	0.000000
64.725424	64.788128	d
\	0.000000	0.000000
65.184616	65.268632	d
\	0.000000	0.000000
65.526236	65.598416	d
\	0.000000	0.000000
68.994580	69.024468	d
\	0.000000	0.000000
69.782824	69.807032	d
\	0.000000	0.000000
70.124968	70.190436	d
\	0.000000	0.000000
70.271336	70.301136	d
\	0.000000	0.000000
70.463388	70.536088	d
\	0.000000	0.000000
70.979132	71.044644	d
\	0.000000	0.000000
71.057004	71.152920	d
\	0.000000	0.000000
71.194180	71.299264	d
\	0.000000	0.000000
71.342376	71.434372	d
\	0.000000	0.000000
72.026820	72.114024	d
\	0.000000	0.000000
72.512276	72.562600	d
\	0.000000	0.000000
72.669140	72.729408	d
\	0.000000	0.000000
72.732228	72.775888	d
\	0.000000	0.000000
72.853008	72.905560	d
\	0.000000	0.000000
72.914320	73.023360	d
\	0.000000	0.000000
73.376012	73.419344	d
\	0.000000	0.000000
73.627464	73.682416	d
\	0.000000	0.000000
73.979192	74.072000	d
\	0.000000	0.000000
74.214992	74.267080	d
\	0.000000	0.000000
74.342164	74.449860	d
\	0.000000	0.000000
74.721916	74.776832	d
\	0.000000	0.000000
74.830968	74.922176	d
\	0.000000	0.000000
74.963996	75.051188	d
\	0.000000	0.000000
75.095436	75.177548	d
\	0.000000	0.000000
76.124256	76.181744	d
\	0.000000	0.000000
77.492172	77.522112	d
\	0.000000	0.000000
77.547880	77.592844	d
\	0.000000	0.000000
78.296868	78.424200	d
\	0.000000	0.000000
78.652072	78.710248	d
\	0.000000	0.000000
78.815836	78.917748	d
\	0.000000	0.000000
78.978392	79.033072	d
\	0.000000	0.000000
79.114244	79.166376	d
\	0.000000	0.000000
79.167624	79.192232	d
\	0.000000	0.000000
79.271560	79.315064	d
\	0.000000	0.000000
79.573364	79.606720	d
\	0.000000	0.000000
79.611684	79.630244	d
\	0.000000	0.000000
80.302292	80.375300	d
\	0.000000	0.000000
80.571712	80.604612	d
\	0.000000	0.000000
81.073376	81.125068	d
\	0.000000	0.000000
81.300940	81.341976	d
\	0.000000	0.000000
81.519036	81.548784	d
\	0.000000	0.000000
81.609320	81.678868	d
\	0.000000	0.000000
81.746124	81.872144	d
\	0.000000	0.000000
81.876068	81.916824	d
\	0.000000	0.000000
81.984972	82.070372	d
\	0.000000	0.000000
82.073240	82.075976	d
\	0.000000	0.000000
82.108916	82.138744	d
\	0.000000	0.000000
82.290316	82.389852	d
\	0.000000	0.000000
82.451660	82.530840	d
\	0.000000	0.000000
82.641404	82.695064	d
\	0.000000	0.000000
82.727724	82.821472	d
\	0.000000	0.000000
82.895436	82.952164	d
\	0.000000	0.000000
83.037412	83.076216	d
\	0.000000	0.000000
83.086692	83.170172	d
\	0.000000	0.000000
83.311060	83.344956	d
\	0.000000	0.000000
83.353468	83.383892	d
\	0.000000	0.000000
83.430588	83.508624	d
\	0.000000	0.000000
83.666060	83.722108	d
\	0.000000	0.000000
83.820024	83.877128	d
\	0.000000	0.000000
84.396988	84.492012	d
\	0.000000	0.000000
84.494692	84.507368	d
\	0.000000	0.000000
85.638764	85.698688	d
\	0.000000	0.000000
85.702636	85.707988	d
\	0.000000	0.000000
85.735856	85.774220	d
\	0.000000	0.000000
86.537244	86.615096	d
\	0.000000	0.000000
86.906844	86.973992	d
\	0.000000	0.000000
87.247684	87.327044	d
\	0.000000	0.000000
87.620056	87.649884	d
\	0.000000	0.000000
87.939248	88.041100	d
\	0.000000	0.000000
88.331524	88.360764	d
\	0.000000	0.000000
88.489508	88.578796	d
\	0.000000	0.000000
88.647036	88.717060	d
\	0.000000	0.000000
88.724372	88.725640	d
\	0.000000	0.000000
88.806816	88.876408	d
\	0.000000	0.000000
88.954456	89.053632	d
\	0.000000	0.000000
89.276340	89.377068	d
\	0.000000	0.000000
89.381508	89.399860	d
\	0.000000	0.000000
90.029272	90.104124	d
\	0.000000	0.000000
90.106612	90.117776	d
\	0.000000	0.000000
91.846076	91.899152	d
\	0.000000	0.000000
91.915192	92.002816	d
\	0.000000	0.000000
92.206968	92.270320	d
\	0.000000	0.000000
92.521592	92.554452	d
\	0.000000	0.000000
92.666592	92.723464	d
\	0.000000	0.000000
93.561816	93.632140	d
\	0.000000	0.000000
93.719628	93.815340	d
\	0.000000	0.000000
93.878388	93.975924	d
\	0.000000	0.000000
94.916856	95.009324	d
\	0.000000	0.000000
95.218676	95.251180	d
\	0.000000	0.000000
95.417048	95.443956	d
\	0.000000	0.000000
95.462732	95.530488	d
\	0.000000	0.000000
95.591120	95.628204	d
\	0.000000	0.000000
95.769172	95.855480	d
\	0.000000	0.000000
95.857492	95.863504	d
\	0.000000	0.000000
95.910572	95.987232	d
\	0.000000	0.000000
96.640444	96.704608	d
\	0.000000	0.000000
96.978544	97.033360	d
\	0.000000	0.000000
97.243084	97.329920	d
\	0.000000	0.000000
97.438976	97.511872	d
\	0.000000	0.000000
97.701388	97.799348	d
\	0.000000	0.000000
97.952620	98.027544	d
\	0.000000	0.000000
98.033308	98.035688	d
\	0.000000	0.000000
98.070384	98.154440	d
\	0.000000	0.000000
98.297424	98.385132	d
\	0.000000	0.000000
98.387184	98.392424	d
\	0.000000	0.000000
98.709140	98.741852	d
\	0.000000	0.000000
98.847892	98.936824	d
\	0.000000	0.000000
98.986724	99.072092	d
\	0.000000	0.000000
99.113600	99.197136	d
\	0.000000	0.000000
99.388712	99.458128	d
\	0.000000	0.000000
99.666560	99.734248	d
\	0.000000	0.000000
100.000324	100.072124	d
\	0.000000	0.000000
100.739196	100.774380	d
\	0.000000	0.000000
100.831960	100.862252	d
\	0.000000	0.000000
100.918024	100.956244	d
\	0.000000	0.000000
101.006136	101.039836	d
\	0.000000	0.000000
101.094712	101.135344	d
\	0.000000	0.000000
101.181008	101.214160	d
\	0.000000	0.000000
101.269640	101.298928	d
\	0.000000	0.000000
101.363584	101.393692	d
\	0.000000	0.000000
101.446000	101.486204	d
\	0.000000	0.000000
101.538280	101.569168	d
\	0.000000	0.000000
101.626992	101.656940	d
\	0.000000	0.000000
103.042820	103.122828	d
\	0.000000	0.000000
103.193548	103.262920	d
\	0.000000	0.000000
103.640096	103.792008	d
\	0.000000	0.000000
103.794176	103.837536	d
\	0.000000	0.000000
103.839592	103.843836	d
\	0.000000	0.000000
104.296740	104.382044	d
\	0.000000	0.000000
104.605036	104.709648	d
\	0.000000	0.000000
104.741748	104.768756	d
\	0.000000	0.000000
104.917232	105.016756	d
\	0.000000	0.000000
105.264068	105.288248	d
\	0.000000	0.000000
105.655780	105.759104	d
\	0.000000	0.000000
105.909252	105.991164	d
\	0.000000	0.000000
105.993156	106.001900	d
\	0.000000	0.000000
106.028656	106.137140	d
\	0.000000	0.000000
106.502964	106.522256	d
\	0.000000	0.000000
106.629884	106.717144	d
\	0.000000	0.000000
106.754952	106.835604	d
\	0.000000	0.000000
106.841332	106.842044	d
\	0.000000	0.000000
107.097608	107.124528	d
\	0.000000	0.000000
107.392424	107.424360	d
\	0.000000	0.000000
107.934204	108.007880	d
\	0.000000	0.000000
108.631060	108.664284	d
\	0.000000	0.000000
108.695696	108.751824	d
\	0.000000	0.000000
108.766504	108.847900	d
\	0.000000	0.000000
108.936416	109.028700	d
\	0.000000	0.000000
109.092744	109.172320	d
\	0.000000	0.000000
109.223776	109.289568	d
\	0.000000	0.000000
109.364404	109.384552	d
\	0.000000	0.000000
109.460772	109.535248	d
\	0.000000	0.000000
109.582100	109.649468	d
\	0.000000	0.000000
110.119320	110.173252	d
\	0.000000	0.000000
110.354480	110.379744	d
\	0.000000	0.000000
110.465060	110.531088	d
\	0.000000	0.000000
111.066984	111.101132	d
\	0.000000	0.000000
111.572884	111.620084	d
\	0.000000	0.000000
111.854788	111.932808	d
\	0.000000	0.000000
112.003800	112.067496	d
\	0.000000	0.000000
112.148072	112.192548	d
\	0.000000	0.000000
112.196336	112.197844	d
\	0.000000	0.000000
112.286680	112.319908	d
\	0.000000	0.000000
112.543416	112.580120	d
\	0.000000	0.000000
112.636672	112.692736	d
\	0.000000	0.000000
113.134584	113.210964	d
\	0.000000	0.000000
114.028356	114.086236	d
\	0.000000	0.000000
114.406840	114.519788	d
\	0.000000	0.000000
114.863740	114.907756	d
\	0.000000	0.000000
114.944496	115.028140	d
\	0.000000	0.000000
115.722992	115.760572	d
\	0.000000	0.000000
116.744736	116.835740	d
\	0.000000	0.000000
116.836952	116.842216	d
\	0.000000	0.000000
117.774856	117.808228	d
\	0.000000	0.000000
118.086300	118.148848	d
\	0.000000	0.000000
118.455128	118.525440	d
\	0.000000	0.000000
118.526872	118.529644	d
\	0.000000	0.000000
118.861828	118.926644	d
\	0.000000	0.000000
118.974460	119.033828	d
\	0.000000	0.000000
119.034900	119.037532	d
\	0.000000	0.000000
119.038064	119.041204	d
\	0.000000	0.000000
119.167656	119.223144	d
\	0.000000	0.000000
119.227344	119.245552	d
\	0.000000	0.000000
119.357552	119.422500	d
\	0.000000	0.000000
119.463060	119.542532	d
\	0.000000	0.000000
119.750600	119.840388	d
\	0.000000	0.000000
120.472292	120.574580	d
\	0.000000	0.000000
121.885500	121.954932	d
\	0.000000	0.000000
123.102236	123.181488	d
\	0.000000	0.000000
123.703444	123.789468	d
\	0.000000	0.000000
123.877148	123.975104	d
\	0.000000	0.000000
124.162072	124.210388	d
\	0.000000	0.000000
124.256156	124.369092	d
\	0.000000	0.000000
124.614264	124.691252	d
\	0.000000	0.000000
125.006872	125.076604	d
\	0.000000	0.000000
126.723424	126.806500	d
\	0.000000	0.000000
129.074964	129.117160	d
\	0.000000	0.000000
131.361336	131.405044	d
\	0.000000	0.000000
131.411756	131.490572	d
\	0.000000	0.000000
131.978840	132.026012	d
\	0.000000	0.000000
132.495588	132.564276	d
\	0.000000	0.000000
132.606668	132.641908	d
\	0.000000	0.000000
132.649212	132.733616	d
\	0.000000	0.000000
132.818424	132.905016	d
\	0.000000	0.000000
133.059988	133.129572	d
\	0.000000	0.000000
133.222428	133.252696	d
\	0.000000	0.000000
133.820140	133.880384	d
\	0.000000	0.000000
134.093440	134.163180	d
\	0.000000	0.000000
134.165176	134.170320	d
\	0.000000	0.000000
134.181472	134.239692	d
\	0.000000	0.000000
134.495208	134.552472	d
\	0.000000	0.000000
134.631096	134.691188	d
\	0.000000	0.000000
134.695700	134.712956	d
\	0.000000	0.000000
134.847376	134.911100	d
\	0.000000	0.000000
135.055160	135.181044	d
\	0.000000	0.000000
135.189376	135.320684	d
\	0.000000	0.000000
135.321712	135.344712	d
\	0.000000	0.000000
135.472376	135.534020	d
\	0.000000	0.000000
135.643416	135.743228	d
\	0.000000	0.000000
135.749748	135.753068	d
\	0.000000	0.000000
135.963464	136.061196	d
\	0.000000	0.000000
136.121304	136.266964	d
\	0.000000	0.000000
136.374776	136.508496	d
\	0.000000	0.000000
136.629332	136.745144	d
\	0.000000	0.000000
136.805252	136.889564	d
\	0.000000	0.000000
136.893832	136.896444	d
\	0.000000	0.000000
137.098852	137.207428	d
\	0.000000	0.000000
137.289372	137.411484	d
\	0.000000	0.000000
137.466100	137.565396	d
\	0.000000	0.000000
137.576508	137.684816	d
\	0.000000	0.000000
137.745784	137.870052	d
\	0.000000	0.000000
